,Power,Var2,Var3,Eta
last_value,49.5365,0.8416,1.5846,0.37131413098918964
MaxScala,400.0,3.0,2.0,100.0
Media,52.490519377182196,1.6843,1.4729,0.393456776068346
Dev,2.3944849893409357,0.4596,0.0733,0.017948504900099693
