t,PacPV,Pbat,PacGrid,PacHome,IBat,TBat,VBat,SoC,SoH,FreqIn,FreqOut,nCicli
2025-04-11 00:43:00,0.0,0.0,4642.82,0.0,0.0,23.5,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:44:00,21.069,0.0,4616.48,0.0,0.0,23.5,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:45:00,10.4912,0.0,4645.93,0.0,0.0,23.5,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:46:00,0.0,0.0,4657.41,0.0,0.0,23.5,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:47:00,0.0,0.0,4601.33,0.0,0.0,23.5,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:48:00,15.5088,0.0,4676.39,0.0,0.0,23.5,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:49:00,16.1379,0.0,4647.55,0.0,0.0,23.5,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:50:00,0.0,0.0,4673.18,0.0,0.0,23.5,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:51:00,0.0,0.0,4641.43,0.0,0.0,23.4,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:52:00,20.1724,0.0,4590.55,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:53:00,11.4035,0.0,4653.72,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:54:00,0.0,0.0,4679.91,0.0,0.0,23.4,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:55:00,0.0,0.0,4623.7,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:56:00,14.3448,0.0,4668.19,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:57:00,17.3333,0.0,4666.0,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:58:00,0.0,0.0,4571.38,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 00:59:00,0.0,0.0,4628.32,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:00:00,18.8276,0.0,4622.97,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:01:00,12.5517,0.0,4553.33,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:02:00,0.0,0.0,4568.81,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:03:00,0.0,0.0,4501.72,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:04:00,12.7719,0.0,4531.93,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:05:00,18.8276,0.0,4546.76,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:06:00,0.0,0.0,4546.51,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:07:00,0.0,0.0,4529.57,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:08:00,7.29825,0.0,4653.86,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:09:00,24.2069,0.0,4650.29,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:10:00,0.0,0.0,4620.28,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:11:00,0.0,0.0,4645.32,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:12:00,1.7931,0.0,4626.22,0.0,0.0,23.4,53.3,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:13:00,26.0,0.0,4700.61,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:14:00,4.03448,0.0,4693.97,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:15:00,0.0,0.0,4655.62,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:16:00,0.0,0.0,4682.14,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:17:00,22.4138,0.0,5088.62,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:18:00,9.12281,0.0,5086.68,0.0,0.0,23.4,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:19:00,0.0,0.0,5038.67,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:20:00,0.0,0.0,5066.0,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:21:00,17.4828,0.0,5056.78,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:22:00,14.1404,0.0,5058.3,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:23:00,0.0,0.0,5054.64,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:24:00,0.0,0.0,5144.12,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:25:00,12.3158,0.0,4458.07,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:26:00,19.2759,0.0,4726.98,0.0,0.0,23.4,53.29,100.0,99.0,0.0,0.0,481.0
