,Power,Var2,Var3,Eta
last_value,49.49,0.05558,11.2,0.7947351582682183
MaxScala,120.0,0.11,40.0,100.0
Media,0.0,0.0911386,27.07705,0.0
Dev,0.0,0.0330823373261322,0.421876562634143,0.0
